    DATE,      TG
19690523,     9.7
19690524,     8.6
19690525,     8.7
19690526,    10.9
19690527,    11.5
19690528,    12.4
19690529,    15.4
19690530,    15.5
19690531,    19.8
19690601,    16.8
19690602,    15.8
19690603,    13.8
19690604,    13.4
19690605,    14.4
19690606,    12.4
19690607,    14.4
19690608,    15.2
19690609,    15.6
19690610,    16.2
19690611,    15.8
19690612,    16.0
19690613,    18.2
19690614,    19.6
19690615,    20.5
19690616,    22.3
19690617,    23.0
19690618,    24.0
19690619,    24.7
19690620,    22.6
19690621,    20.6
19690622,    19.0
19690623,    15.3
19690624,    17.4
19690625,    16.2
19690626,    14.0
19690627,    13.8
19690628,    15.4
19690629,    14.9
19690630,    16.3
19690701,    18.6
19690702,    20.0
19690703,    19.5
19690704,    20.6
19690705,    18.9
19690706,    19.9
19690707,    22.9
19690708,    23.6
19690709,    23.3
19690710,    18.1
19690711,    17.2
19690712,    15.0
19690713,    17.4
19690714,    16.9
19690715,    12.8
19690716,    16.3
19690717,    19.3
19690718,    20.1
19690719,    17.8
19690720,    15.9
19690721,    15.9
19690722,    17.1
19690723,    18.6
19690724,    18.2
19690725,    20.0
19690726,    22.0
19690727,    21.4
19690728,    17.4
19690729,    18.7
19690730,    19.2
19690731,    21.0
19690801,    21.9
19690802,    22.9
19690803,    14.8
19690804,    13.6
19690805,    13.5
19690806,    14.4
19690807,    15.8
19690808,    17.3
19690809,    14.2
19690810,    13.7
19690811,    16.4
19690812,    20.1
19690813,    19.8
19690814,    19.2
19690815,    20.2
19690816,    17.5
19690817,    16.4
19690818,    17.6
19690819,    17.6
19690820,    15.4
19690821,    17.0
19690822,    17.7
19690823,    18.3
19690824,    20.8
19690825,    22.6
19690826,    23.7
19690827,    20.7
19690828,    20.3
19690829,    21.9
19690830,    17.0
19690831,    18.5
19690901,    16.4
19690902,    16.7
19690903,    14.7
19690904,    15.2
19690905,    14.2
19690906,    13.9
19690907,    12.3
19690908,    13.9
19690909,    15.9
19690910,    13.9
19690911,    14.9
19690912,    16.3
19690913,    15.9
19690914,    16.4
19690915,    16.6
19690916,    18.0
19690917,    18.5
19690918,    12.7
19690919,     7.7
19690920,    10.0
19690921,    10.3
19690922,    10.7
19690923,    12.9
19690924,    10.4
19690925,     8.2
19690926,     8.3
19690927,    11.1
19690928,    11.6
19690929,     7.6
19690930,    10.8
19691001,    12.6
19691002,     9.2
19691003,     5.0
19691004,     7.2
19691005,     9.2
19691006,     6.9
19691007,     5.6
19691008,     5.7
19691009,     9.0
19691010,    13.6
19691011,    11.1
19691012,     9.6
19691013,     7.0
19691014,     9.8
19691015,    10.6
19691016,    11.1
19691017,     8.6
19691018,     8.7
19691019,     7.1
19691020,     6.6
19691021,     9.5
19691022,    10.1
19691023,     7.5
19691024,     2.2
19691025,     1.3
19691026,     5.4
19691027,     7.0
19691028,     3.6
19691029,     3.4
19691030,     4.9
19691031,     2.6
19691101,     4.0
19691102,     6.9
19691103,     8.1
19691104,    12.1
19691105,     9.7
19691106,     3.9
19691107,    -1.0
19691108,    -1.5
19691109,     3.0
19691110,     8.4
19691111,     6.3
19691112,     8.3
19691113,     9.5
19691114,     8.2
19691115,    11.4
19691116,     6.8
19691117,     4.7
19691118,     1.7
19691119,     3.0
19691120,     5.7
19691121,     6.4
19691122,     4.9
19691123,     7.4
19691124,     8.5
19691125,     9.9
19691126,     7.2
19691127,     9.9
19691128,     0.7
19691129,    -1.2
19691130,    -0.5
19691201,    -2.1
19691202,     0.6
19691203,     3.0
19691204,    -1.5
19691205,    -0.4
19691206,     4.1
19691207,     5.9
19691208,     2.3
19691209,     0.8
19691210,    -0.3
19691211,    -0.6
19691212,    -2.6
19691213,    -3.5
19691214,    -5.4
19691215,    -4.6
19691216,    -4.0
19691217,    -5.6
19691218,    -6.8
19691219,    -7.4
19691220,    -9.2
19691221,   -12.3
19691222,   -14.8
19691223,   -18.2
19691224,   -17.6
19691225,   -15.9
19691226,   -13.9
19691227,   -14.9
19691228,   -11.7
19691229,   -10.8
19691230,   -13.4
19691231,   -21.6
19700101,   -18.6
19700102,    -2.1
19700103,    -5.5
19700104,    -5.4
19700105,    -2.0
19700106,     2.6
19700107,     0.3
19700108,     0.0
19700109,    -6.4
19700110,    -9.6
19700111,    -9.1
19700112,    -3.1
19700113,    -1.8
19700114,     0.8
19700115,     1.8
19700116,     1.8
19700117,    -1.2
19700118,    -6.0
19700119,    -7.2
19700120,    -7.5
19700121,    -7.3
19700122,    -7.5
19700123,    -6.1
19700124,    -7.4
19700125,    -7.0
19700126,    -7.6
19700127,    -5.3
19700128,    -1.2
19700129,    -6.1
19700130,   -17.6
19700131,   -19.9
19700201,   -16.1
19700202,   -12.8
19700203,   -10.1
19700204,    -1.1
19700205,     2.3
19700206,     0.2
19700207,    -3.1
19700208,    -5.4
19700209,     0.2
19700210,     1.1
19700211,     0.4
19700212,    -6.0
19700213,   -11.2
19700214,    -2.1
19700215,    -4.1
19700216,    -0.8
19700217,    -8.6
19700218,   -10.6
19700219,    -9.7
19700220,    -8.8
19700221,    -7.8
19700222,    -6.8
19700223,    -3.9
19700224,     0.3
19700225,    -1.5
19700226,    -5.0
19700227,    -3.9
19700228,    -1.5
19700301,    -3.7
19700302,    -3.5
19700303,    -3.3
19700304,     1.0
19700305,     1.6
19700306,     2.4
19700307,     1.1
19700308,     0.0
19700309,    -2.2
19700310,    -2.8
19700311,    -3.6
19700312,    -2.8
19700313,     0.0
19700314,     0.8
19700315,     0.2
19700316,     0.4
19700317,    -0.8
19700318,    -1.0
19700319,     3.4
19700320,     3.0
19700321,     2.3
19700322,     2.1
19700323,     2.7
19700324,     4.1
19700325,     0.4
19700326,     2.0
19700327,     1.8
19700328,     0.3
19700329,     1.7
19700330,     0.9
19700331,     6.5
19700401,     8.8
19700402,     6.9
19700403,     7.0
19700404,     7.6
19700405,     4.7
19700406,     4.5
19700407,     5.3
19700408,     9.2
19700409,     6.8
19700410,    11.1
19700411,    11.1
19700412,     9.5
19700413,     5.9
19700414,     4.9
19700415,     3.7
19700416,     5.7
19700417,     6.3
19700418,     6.8
19700419,     9.1
19700420,    12.6
19700421,    11.6
19700422,    10.4
19700423,    10.8
19700424,    13.8
19700425,    14.0
19700426,    16.2
19700427,    18.3
19700428,    13.8
19700429,    14.8
19700430,    12.4
19700501,    13.7
19700502,    10.0
19700503,     9.0
19700504,    16.5
19700505,    21.8
19700506,    17.5
19700507,    17.7
19700508,    18.7
19700509,    19.1
19700510,    17.1
19700511,    14.4
19700512,    12.9
19700513,    12.2
19700514,    11.4
19700515,    11.8
19700516,    13.8
19700517,    13.7
19700518,    14.3
19700519,    14.3
19700520,    16.8
19700521,    16.6
19700522,    16.3
19700523,    14.3
19700524,    13.5
19700525,    11.9
19700526,    12.4
19700527,    14.5
19700528,    16.0
19700529,    17.3
19700530,    18.1
19700531,    18.7
19700601,    19.4
19700602,    16.3
19700603,    14.8
19700604,    16.3
19700605,    17.4
19700606,    15.3
19700607,    16.5
19700608,    19.6
19700609,    19.5
19700610,    18.8
19700611,    17.1
19700612,    18.3
19700613,    18.7
19700614,    11.6
19700615,    11.5
19700616,    14.2
19700617,    17.1
19700618,    16.8
19700619,    15.3
19700620,    15.8
19700621,    18.1
19700622,    19.1
19700623,    17.8
19700624,    17.0
19700625,    18.0
19700626,    18.6
19700627,    17.4
19700628,    17.8
19700629,    20.1
19700630,    20.9
19700701,    18.9
19700702,    22.7
19700703,    21.6
19700704,    18.6
19700705,    20.1
19700706,    20.3
19700707,    20.7
19700708,    21.2
19700709,    22.5
19700710,    23.5
19700711,    23.3
19700712,    20.5
19700713,    18.9
19700714,    19.2
19700715,    23.7
19700716,    24.3
19700717,    25.2
19700718,    21.4
19700719,    17.6
19700720,    16.0
19700721,    21.2
19700722,    22.9
19700723,    19.8
19700724,    20.1
19700725,    20.8
19700726,    21.5
19700727,    18.9
19700728,    15.2
19700729,    20.3
19700730,    22.4
19700731,    21.3
19700801,    19.2
19700802,    20.6
19700803,    21.6
19700804,    22.8
19700805,    23.7
19700806,    22.2
19700807,    20.7
19700808,    19.5
19700809,    21.0
19700810,    22.9
19700811,    22.8
19700812,    16.9
19700813,    13.2
19700814,    14.6
19700815,    15.7
19700816,    17.7
19700817,    17.3
19700818,    18.0
19700819,    16.1
19700820,    14.9
19700821,    15.0
19700822,    14.1
19700823,    16.0
19700824,    17.1
19700825,    17.2
19700826,    14.1
19700827,    13.0
19700828,    10.9
19700829,    14.0
19700830,    17.3
19700831,    17.8
19700901,    18.8
19700902,    19.2
19700903,    16.3
19700904,    15.9
19700905,    15.1
19700906,    12.2
19700907,    10.9
19700908,     9.9
19700909,    12.6
19700910,    15.7
19700911,    16.2
19700912,    19.6
19700913,    19.8
19700914,    18.5
19700915,    17.0
19700916,    18.1
19700917,    18.5
19700918,    17.4
19700919,    17.6
19700920,    17.3
19700921,    16.6
19700922,    11.3
19700923,     7.4
19700924,     7.5
19700925,     7.2
19700926,     7.0
19700927,     5.5
19700928,     4.0
19700929,     4.2
19700930,     4.4
19701001,     7.6
19701002,     7.9
19701003,    10.1
19701004,     8.2
19701005,     6.6
19701006,     4.7
19701007,     6.8
19701008,     7.2
19701009,     8.0
19701010,    10.0
19701011,     8.7
19701012,     9.6
19701013,     7.3
19701014,     5.0
19701015,     1.3
19701016,     2.6
19701017,     4.8
19701018,     5.6
19701019,     5.3
19701020,     8.7
19701021,    12.6
19701022,     9.6
19701023,     5.5
19701024,     3.9
19701025,     3.0
19701026,     6.4
19701027,     7.0
19701028,     3.1
19701029,     2.4
19701030,     1.8
19701031,     7.9
19701101,     7.3
19701102,     9.9
19701103,     1.8
19701104,     4.9
19701105,     2.8
19701106,     5.9
19701107,    -1.2
19701108,    -1.9
19701109,    -1.2
19701110,     3.2
19701111,     0.4
19701112,    -0.5
19701113,     5.3
19701114,     4.8
19701115,     7.5
19701116,     6.9
19701117,     8.4
19701118,     7.6
19701119,     4.0
19701120,     4.7
19701121,     3.0
19701122,     1.7
19701123,     0.4
19701124,    -1.6
19701125,    -2.9
19701126,     0.6
19701127,     2.2
19701128,     4.8
19701129,     4.5
19701130,     2.1
19701201,    -2.8
19701202,    -2.8
19701203,     0.8
19701204,     1.5
19701205,     1.3
19701206,     0.7
19701207,     0.1
19701208,    -0.2
19701209,    -0.3
19701210,    -0.5
19701211,     0.4
19701212,     1.2
19701213,     0.8
19701214,     0.3
19701215,     1.9
19701216,    -0.1
19701217,    -4.2
19701218,    -4.2
19701219,    -2.3
19701220,   -10.7
19701221,    -6.1
19701222,    -2.6
19701223,    -2.9
19701224,   -10.6
19701225,    -6.6
19701226,    -4.7
19701227,    -3.4
19701228,    -5.1
19701229,    -1.4
19701230,    -0.7
19701231,     1.8
19710101,    -3.3
19710102,    -9.0
19710103,    -7.2
19710104,    -4.5
19710105,    -7.0
19710106,    -7.6
19710107,   -13.1
19710108,   -11.9
19710109,   -10.8
19710110,    -6.6
19710111,    -2.8
19710112,    -1.9
19710113,    -3.6
19710114,    -9.1
19710115,    -9.0
19710116,    -8.4
19710117,    -0.3
19710118,    -0.1
19710119,     0.2
19710120,     0.3
19710121,     1.3
19710122,     3.1
19710123,     3.4
19710124,     3.8
19710125,     2.6
19710126,     0.4
19710127,     2.5
19710128,     2.4
19710129,     0.5
19710130,     1.9
19710131,     1.4
19710201,     1.1
19710202,     0.7
19710203,    -2.7
19710204,    -3.3
19710205,    -3.8
19710206,    -1.3
19710207,    -3.9
19710208,    -0.1
19710209,    -8.4
19710210,   -11.6
19710211,   -11.3
19710212,    -6.4
19710213,    -7.8
19710214,    -5.4
19710215,    -1.1
19710216,    -0.7
19710217,    -3.3
19710218,    -4.9
19710219,    -4.4
19710220,    -4.8
19710221,    -5.2
19710222,    -1.9
19710223,    -0.1
19710224,     0.0
19710225,     0.1
19710226,     0.6
19710227,    -3.5
19710228,    -8.6
19710301,    -7.2
19710302,    -9.3
19710303,   -10.6
19710304,   -13.8
19710305,   -12.2
19710306,    -6.4
19710307,    -6.7
19710308,    -7.0
19710309,    -2.6
19710310,    -2.2
19710311,    -4.0
19710312,    -5.8
19710313,    -4.2
19710314,    -0.6
19710315,     1.5
19710316,     0.8
19710317,     1.0
19710318,     1.6
19710319,     1.0
19710320,     1.3
19710321,     3.9
19710322,     6.4
19710323,     7.3
19710324,     0.4
19710325,     0.8
19710326,     1.8
19710327,     0.9
19710328,     1.2
19710329,     2.1
19710330,     3.7
19710331,     4.7
19710401,     5.2
19710402,     5.7
19710403,     6.8
19710404,     6.2
19710405,     8.0
19710406,     9.9
19710407,     7.8
19710408,     6.1
19710409,     5.5
19710410,     8.2
19710411,    10.3
19710412,     7.2
19710413,     5.6
19710414,     4.1
19710415,     2.8
19710416,     3.9
19710417,     6.2
19710418,     8.9
19710419,     9.5
19710420,    11.2
19710421,    13.6
19710422,    12.7
19710423,     9.8
19710424,     6.2
19710425,     3.5
19710426,     4.9
19710427,     6.0
19710428,    12.1
19710429,     7.5
19710430,     6.6
19710501,     6.4
19710502,     5.6
19710503,     6.0
19710504,     8.1
19710505,     9.7
19710506,     8.3
19710507,    11.8
19710508,    14.1
19710509,    17.3
19710510,    17.5
19710511,    18.7
19710512,    19.4
19710513,    19.8
19710514,    19.1
19710515,    16.1
19710516,    16.9
19710517,    17.2
19710518,    18.9
19710519,    18.5
19710520,    19.3
19710521,    20.9
19710522,    20.0
19710523,    18.9
19710524,    20.3
19710525,    19.6
19710526,    19.6
19710527,    19.1
19710528,    18.7
19710529,    16.9
19710530,    16.9
19710531,    17.8
19710601,    20.1
19710602,    18.0
19710603,    18.8
19710604,    20.6
19710605,    22.0
19710606,    23.0
19710607,    21.3
19710608,    22.2
19710609,    23.7
19710610,    24.0
19710611,    21.4
19710612,    21.6
19710613,    15.0
19710614,    13.6
19710615,    16.0
19710616,    18.4
19710617,    14.6
19710618,    15.0
19710619,    15.5
19710620,    13.9
19710621,    14.4
19710622,    15.5
19710623,    14.2
19710624,    15.3
19710625,    16.2
19710626,    18.0
19710627,    18.3
19710628,    18.8
19710629,    17.3
19710630,    15.3
19710701,    14.5
19710702,    16.4
19710703,    14.6
19710704,    15.1
19710705,    15.9
19710706,    17.6
19710707,    17.2
19710708,    16.8
19710709,    16.7
19710710,    17.9
19710711,    20.0
19710712,    21.5
19710713,    21.8
19710714,    19.2
19710715,    18.0
19710716,    18.9
19710717,    20.3
19710718,    20.2
19710719,    16.1
19710720,    16.5
19710721,    16.1
19710722,    16.1
19710723,    16.2
19710724,    18.0
19710725,    19.1
19710726,    20.2
19710727,    20.9
19710728,    21.0
19710729,    22.4
19710730,    23.7
19710731,    22.1
19710801,    20.0
19710802,    20.8
19710803,    22.4
19710804,    23.4
19710805,    24.2
19710806,    24.7
19710807,    24.4
19710808,    25.4
19710809,    18.7
19710810,    19.0
19710811,    20.2
19710812,    22.9
19710813,    22.2
19710814,    19.0
19710815,    19.4
19710816,    21.6
19710817,    19.3
19710818,    16.5
19710819,    17.5
19710820,    18.9
19710821,    20.1
19710822,    21.1
19710823,    16.6
19710824,    13.0
19710825,    10.7
19710826,    10.9
19710827,    14.6
19710828,    14.8
19710829,    15.2
19710830,    16.1
19710831,    17.1
19710901,    17.4
19710902,    16.1
19710903,    16.6
19710904,    15.6
19710905,    16.7
19710906,    12.8
19710907,    11.6
19710908,     8.8
19710909,    11.3
19710910,    11.4
19710911,    12.8
19710912,    16.8
19710913,    13.2
19710914,    12.2
19710915,     9.9
19710916,    10.2
19710917,     9.4
19710918,     8.8
19710919,     9.9
19710920,     7.8
19710921,     9.7
19710922,    10.8
19710923,    12.7
19710924,    12.6
19710925,    12.5
19710926,    13.6
19710927,    11.8
19710928,    10.0
19710929,    10.4
19710930,     9.5
19711001,    11.3
19711002,    13.2
19711003,    14.3
19711004,    14.0
19711005,     3.9
19711006,     0.8
19711007,     2.3
19711008,    10.4
19711009,     9.7
19711010,    11.9
19711011,    12.1
19711012,    13.2
19711013,    13.0
19711014,    12.9
19711015,    11.5
19711016,     5.5
19711017,     1.2
19711018,     0.0
19711019,     3.4
19711020,    11.0
19711021,     9.5
19711022,     7.4
19711023,     8.4
19711024,     2.9
19711025,     4.9
19711026,     5.6
19711027,     1.0
19711028,    -2.6
19711029,     1.1
19711030,     5.5
19711031,     5.8
19711101,     5.7
19711102,     5.3
19711103,     5.4
19711104,     7.4
19711105,     7.5
19711106,     6.6
19711107,     8.2
19711108,     5.9
19711109,     7.4
19711110,     8.1
19711111,     4.6
19711112,     1.7
19711113,     0.7
19711114,    -1.3
19711115,    -1.2
19711116,     3.6
19711117,     5.4
19711118,     0.9
19711119,     3.5
19711120,    -0.9
19711121,    -4.3
19711122,    -6.9
19711123,    -5.4
19711124,     1.9
19711125,    -1.6
19711126,    -0.9
19711127,    -0.4
19711128,    -2.1
19711129,    -1.4
19711130,     0.7
19711201,     0.7
19711202,     2.8
19711203,     4.5
19711204,     2.1
19711205,     0.6
19711206,     1.2
19711207,     0.4
19711208,    -0.1
19711209,    -1.0
19711210,    -5.7
19711211,    -1.7
19711212,     0.9
19711213,    -4.6
19711214,    -6.9
19711215,    -3.0
19711216,     1.3
19711217,     2.1
19711218,     4.0
19711219,     3.9
19711220,     3.3
19711221,     3.2
19711222,     4.9
19711223,     3.3
19711224,     1.2
19711225,     2.2
19711226,    -1.6
19711227,     1.6
19711228,     2.7
19711229,     3.3
19711230,     1.8
19711231,     1.2
19720101,    -0.9
19720102,    -1.8
19720103,    -2.6
19720104,    -3.4
19720105,    -1.8
19720106,    -4.7
19720107,    -7.0
19720108,    -8.0
19720109,    -5.9
19720110,    -3.3
19720111,    -2.3
19720112,    -8.5
19720113,   -19.7
19720114,   -19.3
19720115,   -16.4
19720116,   -18.4
19720117,   -17.8
19720118,   -17.0
19720119,   -16.9
19720120,   -14.0
19720121,   -12.3
19720122,   -11.8
19720123,   -13.2
19720124,   -14.2
19720125,   -14.8
19720126,   -14.6
19720127,   -15.8
19720128,   -15.6
19720129,   -13.2
19720130,    -8.0
19720131,   -13.4
19720201,   -13.0
19720202,   -11.1
19720203,    -9.9
19720204,   -11.7
19720205,   -11.2
19720206,   -10.0
19720207,   -12.5
19720208,   -10.1
19720209,    -5.3
19720210,    -2.4
19720211,    -2.6
19720212,     1.1
19720213,     0.8
19720214,    -2.2
19720215,    -3.2
19720216,    -4.5
19720217,    -6.5
19720218,    -4.3
19720219,    -4.3
19720220,    -6.4
19720221,    -2.2
19720222,    -1.4
19720223,     0.6
19720224,     1.8
19720225,     1.8
19720226,     2.9
19720227,     1.1
19720228,    -0.7
19720229,    -1.0
19720301,    -0.4
19720302,    -0.7
19720303,    -0.9
19720304,    -3.0
19720305,    -3.7
19720306,    -5.6
19720307,    -4.1
19720308,    -0.7
19720309,     0.2
19720310,     0.0
19720311,   -10.6
19720312,   -10.8
19720313,    -3.4
19720314,     3.8
19720315,     7.0
19720316,     6.4
19720317,     6.4
19720318,     2.9
19720319,     1.8
19720320,     3.1
19720321,     4.6
19720322,     5.6
19720323,     7.0
19720324,     2.9
19720325,     0.9
19720326,     0.9
19720327,     7.4
19720328,    10.5
19720329,     7.7
19720330,     5.0
19720331,     6.6
19720401,    10.5
19720402,     1.6
19720403,     2.0
19720404,     6.1
19720405,     5.6
19720406,     9.4
19720407,    10.7
19720408,    12.2
19720409,    17.1
19720410,    11.6
19720411,    11.1
19720412,    14.3
19720413,    17.8
19720414,    18.7
19720415,    17.8
19720416,    18.7
19720417,    18.2
19720418,    14.2
19720419,     8.7
19720420,    11.3
19720421,    10.9
19720422,    11.5
19720423,    13.9
19720424,     8.4
19720425,     4.6
19720426,     3.9
19720427,     7.5
19720428,     7.9
19720429,     8.2
19720430,    11.6
19720501,    12.8
19720502,     8.9
19720503,     7.6
19720504,     9.1
19720505,    12.4
19720506,    14.2
19720507,    14.6
19720508,    15.7
19720509,    11.9
19720510,    10.4
19720511,    13.5
19720512,    14.3
19720513,    17.4
19720514,    17.4
19720515,    19.4
19720516,    21.5
19720517,    20.9
19720518,    21.5
19720519,    23.2
19720520,    23.1
19720521,    21.0
19720522,    18.8
19720523,    19.7
19720524,    15.4
19720525,    15.7
19720526,    17.2
19720527,    17.6
19720528,    15.2
19720529,    12.1
19720530,    14.7
19720531,    17.7
19720601,    19.9
19720602,    19.6
19720603,    18.0
19720604,    18.4
19720605,    18.2
19720606,    18.4
19720607,    19.5
19720608,    21.6
19720609,    22.1
19720610,    19.6
19720611,    20.6
19720612,    21.9
19720613,    22.4
19720614,    23.2
19720615,    24.9
19720616,    25.5
19720617,    20.4
19720618,    18.1
19720619,    18.9
19720620,    19.4
19720621,    19.5
19720622,    17.8
19720623,    19.2
19720624,    22.0
19720625,    17.7
19720626,    14.6
19720627,    16.0
19720628,    17.2
19720629,    18.6
19720630,    17.8
19720701,    20.1
19720702,    19.4
19720703,    17.4
19720704,    15.1
19720705,    15.4
19720706,    16.0
19720707,    19.0
19720708,    19.8
19720709,    17.5
19720710,    18.3
19720711,    19.7
19720712,    19.9
19720713,    21.2
19720714,    24.6
19720715,    25.7
19720716,    25.7
19720717,    25.6
19720718,    25.1
19720719,    24.0
19720720,    24.3
19720721,    25.2
19720722,    23.6
19720723,    23.5
19720724,    23.8
19720725,    25.3
19720726,    25.6
19720727,    24.8
19720728,    24.7
19720729,    25.2
19720730,    24.5
19720731,    23.3
19720801,    22.1
19720802,    20.8
19720803,    22.9
19720804,    21.8
19720805,    16.5
19720806,    20.7
19720807,    21.0
19720808,    21.6
19720809,    21.9
19720810,    22.3
19720811,    25.3
19720812,    26.0
19720813,    21.5
19720814,    20.5
19720815,    20.6
19720816,    21.6
19720817,    22.6
19720818,    22.5
19720819,    20.7
19720820,    23.8
19720821,    26.2
19720822,    26.4
19720823,    21.3
19720824,    17.6
19720825,    16.4
19720826,    15.0
19720827,    15.9
19720828,    15.2
19720829,    16.9
19720830,    18.3
19720831,    18.3
19720901,    15.5
19720902,    13.9
19720903,    13.1
19720904,    14.4
19720905,    14.9
19720906,    17.1
19720907,    18.4
19720908,    18.6
19720909,    19.0
19720910,    19.5
19720911,    18.0
19720912,    16.6
19720913,    17.5
19720914,    14.2
19720915,    12.7
19720916,    14.0
19720917,    17.4
19720918,    12.6
19720919,    12.1
19720920,    11.5
19720921,    11.9
19720922,    12.8
19720923,    12.6
19720924,     8.9
19720925,     8.2
19720926,     7.0
19720927,     9.2
19720928,     7.7
19720929,     5.3
19720930,     6.5
19721001,     6.3
19721002,     6.3
19721003,     5.4
19721004,     7.5
19721005,    10.1
19721006,     7.3
19721007,     7.4
19721008,     8.4
19721009,     9.8
19721010,    11.1
19721011,     9.6
19721012,     9.3
19721013,    11.9
19721014,     6.6
19721015,     6.4
19721016,     7.6
19721017,     6.2
19721018,     3.6
19721019,     6.2
19721020,     2.8
19721021,     3.1
19721022,     6.4
19721023,     7.4
19721024,     2.8
19721025,     5.8
19721026,     5.1
19721027,     5.9
19721028,     6.5
19721029,     6.5
19721030,     6.0
19721031,     5.4
19721101,     5.6
19721102,     6.1
19721103,     3.2
19721104,     2.0
19721105,     7.0
19721106,     5.6
19721107,     3.9
19721108,     8.7
19721109,     8.6
19721110,     5.9
19721111,     7.6
19721112,     8.4
19721113,     3.0
19721114,     4.3
19721115,     4.2
19721116,     1.9
19721117,     1.7
19721118,     2.9
19721119,     3.1
19721120,     0.2
19721121,     1.2
19721122,     4.2
19721123,     2.9
19721124,     2.7
19721125,     2.8
19721126,    -2.6
19721127,    -5.6
19721128,     0.4
19721129,     1.6
19721130,     1.2
19721201,     2.1
19721202,     1.9
19721203,     3.8
19721204,    -0.8
19721205,    -0.5
19721206,     0.0
19721207,     0.8
19721208,     1.5
19721209,     2.5
19721210,     3.3
19721211,     3.0
19721212,     2.3
19721213,    -0.7
19721214,     1.3
19721215,     2.9
19721216,     0.7
19721217,    -0.2
19721218,     1.3
19721219,    -2.7
19721220,    -4.3
19721221,    -2.4
19721222,     0.3
19721223,    -1.1
19721224,    -1.5
19721225,    -1.6
19721226,    -3.4
19721227,    -5.9
19721228,    -6.7
19721229,    -5.0
19721230,    -3.5
19721231,    -2.9
19730101,    -0.4
19730102,     0.2
19730103,    -0.4
19730104,    -1.1
19730105,    -0.5
19730106,     0.1
19730107,    -0.3
19730108,    -2.0
19730109,    -0.2
19730110,    -4.2
19730111,    -1.7
19730112,    -6.9
19730113,   -13.1
19730114,    -7.5
19730115,    -4.7
19730116,   -11.8
19730117,   -12.6
19730118,   -11.1
19730119,    -2.6
19730120,    -6.7
19730121,   -18.9
19730122,   -17.9
19730123,   -13.9
19730124,   -14.4
19730125,   -12.8
19730126,    -8.0
19730127,    -6.1
19730128,    -9.1
19730129,    -7.4
19730130,    -6.0
19730131,   -10.6
19730201,   -11.8
19730202,   -10.3
19730203,    -5.6
19730204,    -0.5
19730205,    -4.3
19730206,     1.5
19730207,     2.0
19730208,     3.1
19730209,     3.9
19730210,     4.4
19730211,     2.8
19730212,     1.0
19730213,     0.4
19730214,     0.5
19730215,     1.5
19730216,     2.8
19730217,     0.3
19730218,     0.8
19730219,     0.7
19730220,     0.9
19730221,     0.5
19730222,     0.6
19730223,     1.9
19730224,     0.4
19730225,    -1.3
19730226,    -0.5
19730227,     0.8
19730228,    -1.3
19730301,    -4.0
19730302,    -4.4
19730303,    -3.3
19730304,    -2.3
19730305,    -3.0
19730306,    -3.6
19730307,    -4.6
19730308,    -2.3
19730309,     0.0
19730310,    -1.1
19730311,    -1.3
19730312,    -2.0
19730313,    -1.5
19730314,     0.2
19730315,     0.3
19730316,    -1.8
19730317,    -0.5
19730318,     2.0
19730319,     2.3
19730320,     0.1
19730321,     3.0
19730322,     2.0
19730323,     4.9
19730324,     7.3
19730325,     9.6
19730326,     9.9
19730327,     9.3
19730328,     8.5
19730329,     9.3
19730330,     7.8
19730331,     8.8
19730401,     9.6
19730402,     7.6
19730403,    10.4
19730404,    10.9
19730405,     9.1
19730406,    13.9
19730407,    14.1
19730408,    13.7
19730409,     9.2
19730410,    15.8
19730411,    14.0
19730412,     9.6
19730413,     8.1
19730414,     6.7
19730415,     7.0
19730416,     8.4
19730417,     9.8
19730418,    10.7
19730419,     8.8
19730420,    10.6
19730421,    10.9
19730422,    10.6
19730423,     9.6
19730424,     9.7
19730425,    11.9
19730426,    12.6
19730427,     9.3
19730428,     9.2
19730429,    11.7
19730430,    14.6
19730501,    15.9
19730502,    18.1
19730503,    19.2
19730504,    15.0
19730505,    14.9
19730506,    18.0
19730507,    17.8
19730508,    13.9
19730509,    13.3
19730510,    12.6
19730511,    15.1
19730512,    11.2
19730513,     8.8
19730514,    11.0
19730515,    13.8
19730516,    10.4
19730517,    10.2
19730518,    10.7
19730519,    11.0
19730520,    13.7
19730521,    17.0
19730522,    18.6
19730523,    17.0
19730524,    17.5
19730525,    15.8
19730526,    15.8
19730527,    15.4
19730528,    13.4
19730529,    12.2
19730530,    12.4
19730531,    16.1
19730601,    15.5
19730602,    15.8
19730603,    17.4
19730604,    18.1
19730605,    19.4
19730606,    20.6
19730607,    21.5
19730608,    22.0
19730609,    22.1
19730610,    22.5
19730611,    20.4
19730612,    16.3
19730613,    16.7
19730614,    19.6
19730615,    15.1
19730616,    12.0
19730617,    10.2
19730618,    11.1
19730619,    12.2
19730620,    14.2
19730621,    15.6
19730622,    16.8
19730623,    16.6
19730624,    19.1
19730625,    18.4
19730626,    18.6
19730627,    19.6
19730628,    21.5
19730629,    23.6
19730630,    25.2
19730701,    24.6
19730702,    21.9
19730703,    18.5
19730704,    17.8
19730705,    19.0
19730706,    21.3
19730707,    21.1
19730708,    22.4
19730709,    21.4
19730710,    20.2
19730711,    18.6
19730712,    20.1
19730713,    20.6
19730714,    23.0
19730715,    22.8
19730716,    24.8
19730717,    23.7
19730718,    25.0
19730719,    19.3
